id,status_group
24762,non functional
9002,functional needs repair
73027,functional needs repair
71094,functional needs repair
69653,functional needs repair
36703,functional
46114,functional needs repair
5887,non functional
7380,functional
38522,functional needs repair
28841,functional needs repair
39777,functional
71093,functional needs repair
26440,functional
49676,functional needs repair
15942,functional
12583,functional needs repair
51254,functional needs repair
72092,non functional
42333,functional
39340,functional
27026,functional needs repair
16713,functional needs repair
36167,functional needs repair
28528,functional needs repair
62788,non functional
30412,non functional
34088,functional needs repair
9938,functional
28683,non functional
70837,functional needs repair
59221,functional needs repair
9356,non functional
61747,functional
23679,functional needs repair
13,non functional
38836,functional needs repair
60482,functional needs repair
26273,functional needs repair
34791,functional
18549,functional needs repair
46422,functional
40033,functional needs repair
9212,non functional
65977,functional needs repair
57512,functional
4954,functional needs repair
4124,functional needs repair
49162,functional needs repair
29784,functional needs repair
2370,functional needs repair
18853,functional
63999,non functional
34865,functional
61892,functional
3336,non functional
37538,non functional
51955,functional
60757,functional needs repair
18774,functional needs repair
57855,functional
42919,non functional
54874,non functional
42338,non functional
60898,functional needs repair
59275,functional
27598,functional needs repair
54119,functional
10335,functional needs repair
69180,functional needs repair
66078,functional needs repair
35942,functional needs repair
61807,functional needs repair
26827,non functional
26949,non functional
52753,functional needs repair
40967,functional needs repair
13907,functional needs repair
42922,functional needs repair
11730,functional needs repair
68874,functional
18798,functional needs repair
10850,functional
20450,functional needs repair
28042,functional
49972,non functional
60893,functional
11772,non functional
2002,functional needs repair
22122,functional needs repair
11911,functional
16789,functional
53602,functional
49350,functional
52936,functional needs repair
14161,non functional
58271,functional needs repair
38057,functional needs repair
10240,non functional
58631,functional needs repair
51759,functional
10451,functional needs repair
1680,functional needs repair
58837,functional needs repair
26677,functional needs repair
33360,functional
16390,functional needs repair
53822,functional
1320,functional needs repair
53159,functional
35873,functional needs repair
67046,functional needs repair
39292,functional needs repair
55236,functional needs repair
7810,functional
70305,functional needs repair
31485,functional needs repair
46501,functional needs repair
53670,functional
18666,functional needs repair
24747,functional needs repair
188,functional
32525,functional needs repair
11620,functional needs repair
31462,functional needs repair
50710,functional
32449,functional
12606,functional needs repair
50260,functional needs repair
12108,non functional
43046,functional needs repair
61411,non functional
57545,functional needs repair
26024,functional needs repair
65591,functional needs repair
2338,non functional
6568,functional needs repair
66489,functional needs repair
955,functional
4901,functional needs repair
29918,functional needs repair
59033,functional needs repair
15419,functional
